title,year,rating,genre,synopsis,sinopse_limpa,Cluster,sinopse_melhorada,sinopse_melhorada_limpa
Cidade de Deus,2002,8.6,Drama,"Os caminhos de duas crianças divergem nas favelas do Rio, enquanto um se esforça para se tornar um fotógrafo e o outro um chefe do tráfico.",caminh dua crianc diverg favel rio enquant esforc torn fotograf outr chef traf,Cluster 1,"Na favela Cidade de Deus, do fim dos anos 1960 aos 1980, o filme acompanha a trajetória de dois jovens cujos destinos se opõem: Buscapé, um rapaz tímido e sonhador que busca na fotografia uma saída da violência, e Zé Pequeno, que se transforma em um impiedoso chefe do tráfico, alimentando uma escalada de massacres e disputas por poder. Baseado no livro de Paulo Lins e dirigido por Fernando Meirelles e Kátia Lund, o longa constrói um retrato cru e pulsante da desigualdade urbana, com montagem dinâmica, narrativa em off e atores em atuação visceral; obra aclamada internacionalmente, que expõe o ciclo de criminalidade e suas raízes sociais.",favel cidad deu fim ano 1960 1980 film acompanh trajet doi jov cuj destin opo buscap rapaz tim sonh busc fotograf said violenc ze pequen transform impied chef traf aliment escal massacr disput pod base livr paul lim dirig fern meirell kat lund long constro retrat cru puls desigualdad urban mont dinam narr off at atuaca viscer obr aclam internac expo cicl criminal raiz soc
A Vida é Bela,1997,8.6,"Comédia, Drama, Guerra, Romance","Quando um bibliotecário judeu e seu filho se tornarem vítimas do Holocausto, ele usará uma mistura perfeita de vontade, humor e imaginação para proteger seu filho dos perigos do campo de concentração.",bibliotecari jud filh torn vit holocaust us mist perfeit vontad hum imaginaca proteg filh perig camp concentraca,Cluster 3,"Dirigido e estrelado por Roberto Benigni, A Vida é Bela (1997) conta a história de Guido Orefice, um judeu italiano cujo otimismo e inventividade conquistam o amor de Dora e encantam o filho pequeno, Giosué; quando pai e filho são deportados para um campo de concentração na Segunda Guerra, Guido transforma a brutal realidade num elaboradíssimo “jogo” para preservar a inocência do menino, prometendo pontos e um tanque como prêmio, numa mistura pungente de comédia e tragédia que celebra o amor paterno e a resistência do espírito humano — vencedor de três Oscars, incluindo Melhor Filme Estrangeiro e Melhor Ator.",dirig estrel robert benign vid bel 1997 cont hist guid oref jud itali cuj otim invent conquist am dor encant filh pequen giosu pai filh sao deport camp concentraca segund guerr guid transform brut real elaboradiss jog preserv inocenc menin promet pont tanqu premi mist pung comed traged celebr am patern resistenc espirit human venc tre osc inclu melhor film estrang melhor at
O Exterminador do Futuro 2: O Julgamento Final,1991,8.6,"Ação, Aventura, Ficção científica","Um ciborgue, idêntico ao que falhou em matar Sarah Connor, agora deve proteger o filho de dez anos dela, John, de um ciborgue ainda mais avançado e poderoso.",ciborg iden falh mat sarah conn agor dev proteg filh dez ano john ciborg aind avanc poder,Cluster 0,"Em 1991, sob direção de James Cameron, O Exterminador do Futuro 2 intensifica a batalha entre humano e máquina quando um T-800 (Arnold Schwarzenegger), reprogramado por humanos do futuro, é enviado para proteger o jovem John Connor (Edward Furlong), futuro líder da resistência, contra o implacável T-1000 (Robert Patrick), um ciborgue de metal líquido muito mais avançado; enquanto Sarah Connor (Linda Hamilton) transforma-se numa guerreira endurecida, o trio trava perseguições, explosões e dilemas sobre o destino da humanidade e a ameaça representada pela tecnologia da Cyberdyne.",1991 sob direca jam cameron extermin futur 2 intensif batalh human maquin t800 arnold schwarzenegg reprogram human futur envi proteg jov john conn edward furlong futur lid resistenc contr implaca t1000 robert patrick ciborg metal liqu avanc enquant sarah conn lind hamilton transformas guerr endurec tri tr perseguico exploso dilem sobr destin human ameac represent tecnolog cyberdyn
Star Wars: Episódio IV - Uma Nova Esperança,1977,8.6,Ação,"Luke Skywalker une forças com um cavaleiro Jedi, um piloto arrogante, um Wookiee e dois andróides para salvar a galáxia da estação de batalha destruidora do Império, enquanto tenta resgatar a Princesa Leia do misterioso Darth Vader.",luk skywalk une forc caval jed pilot arrog wookie doi android salv galax estaca batalh destru imperi enquant tent resgat princes lei misteri darth vad,Cluster 0,"Luke Skywalker, jovem fazendeiro de Tatooine, é lançado na luta da Aliança Rebelde contra o opressivo Império quando cruza com os droides R2-D2 e C-3PO e encontra o recluso Cavaleiro Jedi Obi-Wan Kenobi; juntos, com o piloto arrogante Han Solo e o Wookiee Chewbacca, partem para resgatar a Princesa Leia das garras do sinistro Darth Vader e desmantelar a arma de destruição em massa Estrela da Morte — culminando numa ousada batalha espacial em que fé na Força, coragem e sacrifício decidem o destino da galáxia.",luk skywalk jov fazend tatooin lanc lut alianc rebeld contr opress imperi cruz droid r2d2 c3p encontr reclus caval jed obiwan kenob junt pilot arrog han sol wookie chewbacc part resgat princes lei garr sinistr darth vad desmantel arm destruica mass estrel mort culmin ous batalh espac fe forc corag sacrifici decid destin galax
De Volta para o Futuro,1985,8.5,"Aventura, Comédia, Ficção científica","Marty McFly viaja para 1955 com a máquina do tempo do cientista Dr. Brown. Ele deve garantir que seus pais se apaixonem, para não arriscar sua própria existência.",marty mcfly viaj 1955 maquin temp cient dr brown dev garant pal apaixon nao arrisc propr existenc,Cluster 0,"Marty McFly, um adolescente dos anos 1980, acidentalmente é catapultado para 1955 na DeLorean construída pelo excêntrico cientista Dr. Emmett ""Doc"" Brown; ao encontrar versões jovens de seus pais, Marty interrompe o curso do destino e precisa garantir que George e Lorraine se apaixonem no baile ""Enchantment Under the Sea"" para preservar sua existência. Entre encontros cômicos e ameaças do valentão Biff, ele também busca a ajuda do jovem Doc para voltar a 1985, usando a energia de um relâmpago no relógio da cidade.",marty mcfly adolesc ano 1980 acident catapult 1955 delorean constru excentr cient dr emmett doc brown encontr verso jov pal marty interromp curs destin precis garant georg lorrain apaixon bail enchantment und the sea preserv existenc encontr comic ameac valenta biff tamb busc ajud jov doc volt 1985 us energ relampag relogi cidad
A Viagem de Chihiro,2001,8.6,"Animação, Aventura, Família, Fantasia","Uma garota é obrigada a mudar de cidade com seus pais contra a sua vontade. Durante a viagem, eles decidem pegar um atalho e se perdem, chegando a um estranho edifício, onde adentrarão um misterioso mundo de monstros e espíritos.",garot obrig mud cidad pal contr vontad dur viag decid peg atalh perd cheg estranh edifici ond adentrara misteri mund monstr espirit,Cluster 5,"Chihiro, uma menina arredia que se muda com os pais para uma nova cidade, vê sua vida virar de cabeça para baixo quando, em um atalho, chegam a um misterioso complexo abandonado que se revela portal para um mundo povoado por espíritos e criaturas estranhas; quando seus pais são transformados em porcos, Chihiro precisa trabalhar no sombrio e exuberante balneário de Yubaba, enfrentar provações, contar com a ajuda do enigmático Haku e do inquietante Sem-Rosto, e descobrir coragem, identidade e sacrifício numa fábula visual dirigida por Hayao Miyazaki para o Studio Ghibli, vencedora do Oscar de animação.",chihir menin arredi mud pal nov cidad ve vid vir cabec baix atalh cheg misteri complex abandon revel port mund povo espirit criat estranh pal sao transform porc chihir precis trabalh sombri exuber balneari yubab enfrent provaco cont ajud enigma haku inquiet semrost descobr corag ident sacrifici fabul visual dirig haya miyazak studi ghibl venc osc animaca
O Pianista,2002,8.5,"Biografia, Drama, Guerra",Um musico judeu luta para sobreviver a destruição de Varsóvia durante a segunda guerra mundial.,music jud lut sobreviv destruica varsov dur segund guerr mund,Cluster 3,"Baseado nas memórias do pianista polonês Władysław Szpilman e dirigido por Roman Polanski, O Pianista acompanha a dolorosa jornada real de um músico judeu (interpretado por Adrien Brody) tentando sobreviver ao terror da ocupação nazista em Varsóvia: a vida no gueto, as deportações, a destruição da cidade e a solidão nos escombros, enquanto a música permanece seu último elo com a humanidade — um retrato íntimo de resistência, perda e compaixão em meio ao horror da Segunda Guerra Mundial.",base memor pian polon wadysaw szpilman dirig roman polansk pian acompanh dolor jorn real music jud interpret adrien brody tent sobreviv terr ocupaca nazist varsov vid guet deportaco destruica cidad solida escombr enquant music permanec ult elo human retrat intim resistenc perd compaixa mei horr segund guerr mund
Gladiador,2000,8.5,"Ação, Aventura, Drama",Um general romano planeja a melhor vingança contra o imperador corrupto que matou sua familia e o fez escravo.,gener roman planej melhor vinganc contr imper corrupt mat famil fez escrav,Cluster 0,"Maximus Decimus Meridius, um general romano leal e vitorioso, é traído quando o ambicioso imperador Cômodo assassina seu pai adotivo, o imperador Marco Aurélio, e ordena a execução da família de Maximus, que escapa por pouco e é vendido como escravo; transformado em gladiador, ele sobe nas arenas do Império, tornando-se herói do povo e símbolo de resistência, enquanto trama sua vingança contra Cômodo, entrelaçada com intrigas políticas em Roma, lealdades testadas e a busca por justiça e redenção.",maximu decimu merid gener roman leal vitori tra ambici imper comod assassin pai adot imper marc aureli orden execuca famil maximu escap pouc vend escrav transform gladi sob aren imperi tornandos hero pov simbol resistenc enquant tram vinganc contr comod entrelac intrig poli rom lealdad test busc jus redenca
Parasita,2019,8.5,"Drama, Suspense","Desempregados, a família de Ki-taek (Song Kang-ho) nutre um interesse peculiar pela família Park até que eles se veem presos em um inesperado incidente.",desempreg famil kitaek song kangh nutr inter peculi famil park ate ve pres inesper incid,Cluster 2,"Dirigido por Bong Joon-ho, Parasita acompanha a família Kim — Ki-taek (Song Kang-ho), sua esposa Chung-sook e os filhos Ki-woo e Ki-jung — que, desempregada e engenhosa, vai se infiltrar gradualmente como empregados na opulenta casa da família Park, usando golpes e identidades forjadas para prosperar às custas dos ricos; a convivência, marcada por humor negro e tensões de classe, culmina na descoberta de segredos soterrados na mansão e num violento desfecho durante uma festa, explorando desigualdade, moralidade e as linhas tênues entre serviço e sobrevivência.",dirig bong joonh parasit acompanh famil kim kitaek song kangh esp chungsook filh kiwo kijung desempreg engenh vai infiltr grad empreg opulent cas famil park us golp ident forj prosper cust ric convivenc marc hum negr tenso cl culmin descobert segred soterr mansa violent desfech dur fest explor desigualdad moral linh tenu serv sobrevivenc
Psicose,1960,8.5,"Drama, Mistério, Suspense","Uma secretária de Phoenix desvia dinheiro de um cliente de sua empresa, foge e vai a um motel remoto gerido por um jovem sob o domínio da mãe.",secret phoenix desv dinh client empr fog vai motel remot ger jov sob domini mae,Cluster 2,"Marion Crane, uma secretária de Phoenix atolada em dívidas e seduzida pela promessa de uma vida melhor, desvia 40 mil dólares de um cliente, foge em pânico e acaba em um isolado Bates Motel, onde conhece o afável, porém inquietante, proprietário Norman Bates e sua dominadora mãe; sob a direção magistral de Alfred Hitchcock, com a trilha cortante de Bernard Herrmann e fotografia em preto e branco, o filme transforma essa premissa em um suspense psicológico tenso e inovador que quebra convenções e explora culpa, identidade e voyeurismo.",marion cran secret phoenix atol div seduz promess vid melhor desv 40 mil dol client fog panic acab isol bat motel ond conhec afavel por inquiet proprietari norman bat domin mae sob direca magistr alfred hitchcock trilh cort bernard herrmann fotograf pret branc film transform premiss suspens psicolog tens inov quebr convenco expl culp ident voyeur
O Rei Leão,1994,8.5,"Animação, Aventura, Drama, Família, Musical",Um pequeno lion é obrigado por seu tío a fugir de casa e anos depois se da conta da sua identidade e suas responsabilidades.,pequen lion obrig tio fug cas ano cont ident respons,Cluster 5,"Quando o jovem leão Simba, herdeiro das Terras do Reino, presencia a morte trágica de seu pai Mufasa numa cilada arquitetada por seu ambicioso tio Scar, é manipulado a fugir e passa anos em exílio com os companheiros Timão e Pumba, vivendo a filosofia ""hakuna matata"". Ao reencontrar a amiga Nala e confrontar sua culpa, Simba precisa aceitar sua identidade e responsabilidades, retornar às Terras do Reino, desafiar Scar e restaurar a ordem, encerrando o ciclo da vida com coragem e redenção.",jov lea simb herd terr rein presenc mort trag pai mufas cil arquitet ambici tio sc manipul fug pass ano exili companh tima pumb viv filosof hakun matat reencontr amig nal confront culp simb precis aceit ident respons retorn terr rein desafi sc restaur ord encerr cicl vid corag redenca
